 good                                                                             ,  part                                                                             ,  quantity
"HECATE"                                                                          , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"HECATE"                                                                          , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "2"
"HECATE"                                                                          , "SELF-ASSEMBLING NANOLATTICE"                                                     ,        "3"
"HECATE"                                                                          , "R.A.M.- STARSHIP TECH"                                                           ,       "10"

"SVIPUL"                                                                          , "SVIPUL BLUEPRINT COPY"                                                           ,        "0.16"
"SVIPUL"                                                                          , "OPTIMIZED NANO-ENGINES"                                                          ,        "2"
"SVIPUL"                                                                          , "WARFARE COMPUTATION CORE"                                                        ,        "2"
"SVIPUL"                                                                          , "FULLERENE INTERCALATED SHEETS"                                                   ,        "2"
"SVIPUL"                                                                          , "METALLOFULLERENE PLATING"                                                        ,        "8"
"SVIPUL"                                                                          , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "2"
"SVIPUL"                                                                          , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"SVIPUL"                                                                          , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "2"
"SVIPUL"                                                                          , "SELF-ASSEMBLING NANOLATTICE"                                                     ,        "3"
"SVIPUL"                                                                          , "R.A.M.- STARSHIP TECH"                                                           ,       "10"

"LEGION"                                                                          , "LEGION BLUEPRINT COPY"                                                           ,        "0.18"
"LEGION"                                                                          , "EMERGENT NEUROVISUAL INTERFACE"                                                  ,        "2"
"LEGION"                                                                          , "FULLERENE INTERCALATED SHEETS"                                                   ,        "7"
"LEGION"                                                                          , "METALLOFULLERENE PLATING"                                                        ,       "15"
"LEGION"                                                                          , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION"                                                                          , "NANOWIRE COMPOSITES"                                                             ,       "20"
"LEGION"                                                                          , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"LEGION"                                                                          , "R.A.M.- STARSHIP TECH"                                                           ,       "15"
 
"TENGU"                                                                           , "TENGU BLUEPRINT COPY"                                                            ,        "0.18"
"TENGU"                                                                           , "EMERGENT NEUROVISUAL INTERFACE"                                                  ,        "2"
"TENGU"                                                                           , "FULLERENE INTERCALATED SHEETS"                                                   ,        "7"
"TENGU"                                                                           , "METALLOFULLERENE PLATING"                                                        ,       "15"
"TENGU"                                                                           , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU"                                                                           , "NANOWIRE COMPOSITES"                                                             ,       "20"
"TENGU"                                                                           , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"TENGU"                                                                           , "R.A.M.- STARSHIP TECH"                                                           ,       "15"

"PROTEUS"                                                                         , "PROTEUS BLUEPRINT COPY"                                                          ,        "0.18"
"PROTEUS"                                                                         , "EMERGENT NEUROVISUAL INTERFACE"                                                  ,        "2"
"PROTEUS"                                                                         , "FULLERENE INTERCALATED SHEETS"                                                   ,        "7"
"PROTEUS"                                                                         , "METALLOFULLERENE PLATING"                                                        ,       "15"
"PROTEUS"                                                                         , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"PROTEUS"                                                                         , "NANOWIRE COMPOSITES"                                                             ,       "20"
"PROTEUS"                                                                         , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"PROTEUS"                                                                         , "R.A.M.- STARSHIP TECH"                                                           ,       "15"
 
"LOKI"                                                                            , "LOKI BLUEPRINT COPY"                                                             ,        "0.18"
"LOKI"                                                                            , "EMERGENT NEUROVISUAL INTERFACE"                                                  ,        "2"
"LOKI"                                                                            , "FULLERENE INTERCALATED SHEETS"                                                   ,        "7"
"LOKI"                                                                            , "METALLOFULLERENE PLATING"                                                        ,       "15"
"LOKI"                                                                            , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LOKI"                                                                            , "NANOWIRE COMPOSITES"                                                             ,       "20"
"LOKI"                                                                            , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "2"
"LOKI"                                                                            , "R.A.M.- STARSHIP TECH"                                                           ,       "15"


"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "LEGION DEFENSIVE - ADAPTIVE AUGMENTER BLUEPRINT COPY"                            ,        "0.18"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "LEGION DEFENSIVE - AUGMENTED PLATING BLUEPRINT COPY"                             ,        "0.18"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "LEGION DEFENSIVE - NANOBOT INJECTOR BLUEPRINT COPY"                              ,        "0.18"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "LEGION DEFENSIVE - WARFARE PROCESSOR BLUEPRINT COPY"                             ,        "0.18"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"

"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "LEGION ELECTRONICS - DISSOLUTION SEQUENCER BLUEPRINT COPY"                       ,        "0.18"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "7"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER BLUEPRINT COPY"                     ,        "0.18"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "7"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX BLUEPRINT COPY"                    ,        "0.18"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "7"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "LEGION ELECTRONICS - TACTICAL TARGETING NETWORK BLUEPRINT COPY"                  ,        "0.18"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "7"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"

"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR BLUEPRINT COPY"               ,        "0.18"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "OPTIMIZED NANO-ENGINES"                                                          ,        "7"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ENGINEERING - AUGMENTED CAPACITOR RESERVOIR"                              , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX BLUEPRINT COPY"               ,        "0.18"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "OPTIMIZED NANO-ENGINES"                                                          ,        "7"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ENGINEERING - CAPACITOR REGENERATION MATRIX"                              , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "LEGION ENGINEERING - POWER CORE MULTIPLIER BLUEPRINT COPY"                       ,        "0.18"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "OPTIMIZED NANO-ENGINES"                                                          ,        "7"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ENGINEERING - POWER CORE MULTIPLIER"                                      , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR BLUEPRINT COPY"               ,        "0.18"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "OPTIMIZED NANO-ENGINES"                                                          ,        "7"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION ENGINEERING - SUPPLEMENTAL COOLANT INJECTOR"                              , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"

"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "LEGION OFFENSIVE - ASSAULT OPTIMIZATION BLUEPRINT COPY"                          ,        "0.18"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "WARFARE COMPUTATION CORE"                                                        ,        "7"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION OFFENSIVE - ASSAULT OPTIMIZATION"                                         , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "LEGION OFFENSIVE - COVERT RECONFIGURATION BLUEPRINT COPY"                        ,        "0.18"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "WARFARE COMPUTATION CORE"                                                        ,        "7"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION OFFENSIVE - COVERT RECONFIGURATION"                                       , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR BLUEPRINT COPY"                     ,        "0.18"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "WARFARE COMPUTATION CORE"                                                        ,        "7"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION OFFENSIVE - DRONE SYNTHESIS PROJECTOR"                                    , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS BLUEPRINT COPY"                     ,        "0.18"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "WARFARE COMPUTATION CORE"                                                        ,        "7"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION OFFENSIVE - LIQUID CRYSTAL MAGNIFIERS"                                    , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"

"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "LEGION PROPULSION - CHASSIS OPTIMIZATION BLUEPRINT COPY"                         ,        "0.18"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION PROPULSION - CHASSIS OPTIMIZATION"                                        , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "7"
"LEGION PROPULSION - FUEL CATALYST"                                               , "LEGION PROPULSION - FUEL CATALYST BLUEPRINT COPY"                                ,        "0.18"
"LEGION PROPULSION - FUEL CATALYST"                                               , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION PROPULSION - FUEL CATALYST"                                               , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION PROPULSION - FUEL CATALYST"                                               , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION PROPULSION - FUEL CATALYST"                                               , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION PROPULSION - FUEL CATALYST"                                               , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION PROPULSION - FUEL CATALYST"                                               , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "7"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "LEGION PROPULSION - INTERDICTION NULLIFIER BLUEPRINT COPY"                       ,        "0.18"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION PROPULSION - INTERDICTION NULLIFIER"                                      , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "7"
"LEGION PROPULSION - WAKE LIMITER"                                                , "LEGION PROPULSION - WAKE LIMITER BLUEPRINT COPY"                                 ,        "0.18"
"LEGION PROPULSION - WAKE LIMITER"                                                , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"LEGION PROPULSION - WAKE LIMITER"                                                , "METALLOFULLERENE PLATING"                                                        ,        "1"
"LEGION PROPULSION - WAKE LIMITER"                                                , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"LEGION PROPULSION - WAKE LIMITER"                                                , "NANOWIRE COMPOSITES"                                                             ,        "1"
"LEGION PROPULSION - WAKE LIMITER"                                                , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"LEGION PROPULSION - WAKE LIMITER"                                                , "RECONFIGURED SUBSPACE CALIBRATOR"                                                ,        "7"


"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "TENGU DEFENSIVE - ADAPTIVE SHIELDING BLUEPRINT COPY"                             ,        "0.18"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "METALLOFULLERENE PLATING"                                                        ,        "1"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "NANOWIRE COMPOSITES"                                                             ,        "1"
"TENGU DEFENSIVE - ADAPTIVE SHIELDING"                                            , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "TENGU DEFENSIVE - AMPLIFICATION NODE BLUEPRINT COPY"                             ,        "0.18"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "METALLOFULLERENE PLATING"                                                        ,        "1"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "NANOWIRE COMPOSITES"                                                             ,        "1"
"TENGU DEFENSIVE - AMPLIFICATION NODE"                                            , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "TENGU DEFENSIVE - SUPPLEMENTAL SCREENING BLUEPRINT COPY"                         ,        "0.18"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "METALLOFULLERENE PLATING"                                                        ,        "1"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "NANOWIRE COMPOSITES"                                                             ,        "1"
"TENGU DEFENSIVE - SUPPLEMENTAL SCREENING"                                        , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "TENGU DEFENSIVE - WARFARE PROCESSOR BLUEPRINT COPY"                              ,        "0.18"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "REINFORCED METALLOFULLERENE ALLOYS"                                              ,        "7"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "METALLOFULLERENE PLATING"                                                        ,        "1"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "NANOWIRE COMPOSITES"                                                             ,        "1"
"TENGU DEFENSIVE - WARFARE PROCESSOR"                                             , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"

"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "TENGU ELECTRONICS - CPU EFFICIENCY GATE BLUEPRINT COPY"                          ,        "0.18"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "METALLOFULLERENE PLATING"                                                        ,        "1"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "ELECTROMECHANICAL INTERFACE NEXUS"                                               ,        "7"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "NEUROVISUAL OUTPUT ANALYZER"                                                     ,        "1"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "NANOWIRE COMPOSITES"                                                             ,        "1"
"TENGU ELECTRONICS - CPU EFFICIENCY GATE"                                         , "FULLEROFERROCENE POWER CONDUITS"                                                 ,        "1"
"TENGU ELECTRONICS - DISSOLUTION SEQUENCER"                                       , "TENGU ELECTRONICS - DISSOLUTION SEQUENCER BLUEPRINT COPY"                        ,        "0.18"
"TENGU ELECTRONICS - DISSOLUTION SEQUENCER"                                       , "FULLERENE INTERCALATED SHEETS"                                                   ,        "1"
"TENGU ELECTRONICS - DISSOLUTION SEQUENCER"                                       , "METALLOFULLERENE PLATING"                                                        ,        "1"
